GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-1630551-1641774-1642267-1642364-1642860-,J. Champagnie - T. Vukcevic - B. Carrington - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,5.0,135.1,150.0,163.0,166.7,-27.9,-16.7,1.0,4.0,28.6,0.5,1.0,0.667,0.125,0.625,0.676,95.7,90.0,75.0,8,0.389,73,63,36,63,58,36,230,153,1,6,23,29,1,32,162,82,74,246,140,13600
Lineups,-203114-203468-1641731-1641774-1642273-,K. Middleton - C. McCollum - B. Coulibaly - T. Vukcevic - K. George,1610612764,WAS,2,0,2,0.0,5.0,40.0,40.0,131.1,133.3,-91.1,-93.3,0.5,0.5,9.1,0.0,0.571,0.308,0.2,0.25,0.25,102.1,101.21,84.35,10,-0.088,27,63,225,63,48,195,187,222,108,92,150,134,143,188,194,172,193,199,230,15650
Lineups,-203114-203468-1630557-1641731-1641774-,K. Middleton - C. McCollum - C. Kispert - B. Coulibaly - T. Vukcevic,1610612764,WAS,1,0,1,0.0,5.0,90.2,100.0,90.0,81.8,0.2,18.2,0.667,2.0,13.3,0.25,1.0,0.5,0.091,0.35,0.451,103.8,102.86,85.71,11,0.515,73,63,36,63,49,105,82,74,80,29,135,96,1,81,146,154,152,188,94,15400
Lineups,-203114-203468-1630551-1641731-1642273-,K. Middleton - C. McCollum - J. Champagnie - B. Coulibaly - K. George,1610612764,WAS,2,0,2,0.0,5.0,128.7,127.3,195.4,200.0,-66.8,-72.7,0.4,1.0,14.3,0.25,0.6,0.444,0.182,0.667,0.709,104.9,104.15,86.79,11,0.2,27,63,225,63,47,65,245,207,143,57,118,96,135,142,187,63,67,177,171,15900
Lineups,-203114-203468-1628963-1630551-1641731-,K. Middleton - C. McCollum - M. Bagley III - J. Champagnie - B. Coulibaly,1610612764,WAS,2,1,1,0.5,5.0,131.6,118.2,182.0,172.7,-50.4,-54.5,0.4,1.0,12.5,0.6,0.25,0.444,0.182,0.611,0.658,103.0,111.55,92.96,11,0.354,27,2,36,36,52,88,237,198,143,57,138,25,186,142,187,89,80,126,148,14200
Lineups,-1628963-1630557-1631103-1642267-1642848-,M. Bagley III - C. Kispert - M. Branham - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,5.0,96.9,90.9,120.0,120.0,-23.1,-29.1,0.75,1.5,18.8,0.333,1.0,0.6,0.182,0.5,0.536,103.8,107.23,89.36,11,0.488,73,63,36,63,55,143,159,167,70,49,94,69,1,49,187,114,128,149,106,14100
Lineups,-1631103-1641774-1642273-1642364-1642860-,M. Branham - T. Vukcevic - K. George - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,5.0,142.6,158.3,85.7,85.7,56.9,72.6,0.714,2.5,25.0,0.6,0.5,0.545,0.167,0.667,0.713,120.7,114.85,95.71,12,0.784,73,63,36,63,46,34,87,30,78,25,36,25,150,70,173,63,66,115,51,16300
Lineups,-1630264-1630551-1641774-1642358-1642860-,A. Gill - J. Champagnie - T. Vukcevic - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,4.0,50.0,44.4,122.2,122.2,-72.2,-77.8,0.0,0.0,0.0,0.375,0.75,0.5,0.111,0.2,0.2,99.9,105.8,88.16,9,-0.111,73,63,36,63,68,193,163,213,166,111,166,65,90,81,152,182,200,161,232,12250
Lineups,-1630264-1631103-1641774-1642358-1642860-,A. Gill - M. Branham - T. Vukcevic - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,4.0,134.1,137.5,72.7,62.5,61.5,75.0,0.75,0.0,27.3,0.0,0.667,0.4,0.0,0.75,0.671,100.1,106.18,88.48,8,0.871,73,63,36,63,79,49,65,27,70,111,29,134,107,160,1,43,77,155,45,10850
Lineups,-1642259-1642267-1642358-1642848-1642860-,A. Sarr - B. Carrington - A. Johnson - T. Johnson - W. Riley,1610612764,WAS,2,0,2,0.0,4.0,147.1,160.0,118.5,125.0,28.6,35.0,1.0,0.0,33.3,0.4,0.6,0.5,0.0,0.636,0.673,103.8,96.72,80.6,10,0.714,27,63,225,63,60,30,168,57,1,111,10,54,135,81,1,80,76,224,60,13400
Lineups,-1630557-1642259-1642267-1642273-1642848-,C. Kispert - A. Sarr - B. Carrington - K. George - T. Johnson,1610612764,WAS,2,0,2,0.0,4.0,64.3,63.6,55.1,50.0,9.2,13.6,1.0,0.5,15.4,0.0,1.0,0.636,0.364,0.417,0.509,117.4,124.04,103.37,11,0.565,27,63,225,63,61,175,54,80,1,92,111,134,1,46,250,142,138,79,83,13350
Lineups,-1630557-1641715-1642259-1642273-1642848-,C. Kispert - C. Whitmore - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,4.0,177.8,160.0,131.6,130.0,46.2,30.0,0.5,3.0,23.1,0.0,0.833,0.625,0.1,1.0,1.0,111.9,118.52,98.77,10,0.606,73,63,36,63,69,30,184,62,108,17,54,134,77,47,150,11,15,94,75,12150
Lineups,-1630557-1641715-1642267-1642273-1642848-,C. Kispert - C. Whitmore - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,4.0,54.5,60.0,100.0,100.0,-45.5,-40.0,1.0,0.75,18.8,0.6,0.833,0.727,0.4,0.375,0.375,117.7,112.06,93.39,10,0.393,73,63,36,63,65,177,96,178,1,86,94,25,77,28,253,149,168,122,138,12850
Lineups,-1630557-1641715-1641774-1642267-1642848-,C. Kispert - C. Whitmore - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,2,0,2,0.0,4.0,100.0,88.9,167.5,162.5,-67.5,-73.6,1.0,3.0,23.1,0.2,1.0,0.429,0.111,0.5,0.5,102.0,110.02,91.69,9,0.256,27,63,225,63,74,147,229,209,1,17,54,115,1,149,152,114,141,135,162,11125
Lineups,-203468-1630557-1642259-1642267-1642848-,C. McCollum - C. Kispert - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,2,0,2,0.0,4.0,145.5,145.5,125.6,100.0,19.9,45.5,0.667,2.0,25.0,0.25,0.667,0.5,0.182,0.8,0.8,105.7,117.68,98.07,11,0.579,27,63,225,63,59,46,96,49,80,29,36,96,107,81,187,40,40,97,80,13460
Lineups,-203468-1630557-1641774-1642848-1642860-,C. McCollum - C. Kispert - T. Vukcevic - T. Johnson - W. Riley,1610612764,WAS,2,1,1,0.5,4.0,114.9,109.1,81.0,72.7,34.0,36.4,0.4,2.0,15.4,0.0,1.0,0.444,0.091,0.667,0.636,128.9,139.56,116.3,11,0.619,27,2,36,36,72,100,72,54,143,29,111,134,1,142,146,63,89,43,72,11350
Lineups,-203468-1641715-1642259-1642267-1642848-,C. McCollum - C. Whitmore - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,3,0,3,0.0,4.0,106.6,110.0,126.0,118.2,-19.4,-8.2,0.0,0.0,0.0,0.25,0.571,0.455,0.1,0.5,0.59,114.3,116.31,96.92,10,0.417,14,63,264,63,64,99,158,144,166,111,166,96,143,138,150,114,110,104,132,13000
Lineups,-203468-1641715-1641731-1642259-1642267-,C. McCollum - C. Whitmore - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0.0,4.0,43.6,37.5,121.5,133.3,-77.9,-95.8,0.0,0.0,0.0,0.25,0.4,0.333,0.25,0.2,0.255,110.2,111.78,93.15,8,-0.818,73,63,36,63,77,199,187,225,166,111,166,96,176,172,212,182,191,125,266,10950
Lineups,-203468-1630551-1641774-1642273-1642848-,C. McCollum - J. Champagnie - T. Vukcevic - K. George - T. Johnson,1610612764,WAS,1,1,0,1.0,4.0,122.0,125.0,25.4,25.0,96.6,100.0,0.333,0.0,11.1,0.0,1.0,0.667,0.0,0.667,0.61,103.4,102.9,85.75,8,1.909,73,2,1,1,73,67,46,17,149,111,145,134,1,32,1,63,101,185,11,11195
Lineups,-203468-1628963-1642267-1642273-1642848-,C. McCollum - M. Bagley III - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,4.0,77.8,77.8,148.9,140.0,-71.2,-62.2,0.667,2.0,15.4,0.286,1.0,0.545,0.111,0.35,0.35,125.5,129.61,108.01,9,0.053,73,63,36,63,83,158,196,201,80,29,111,89,1,70,152,154,170,66,194,10555
Lineups,-203468-1628963-1630557-1642267-1642848-,C. McCollum - M. Bagley III - C. Kispert - B. Carrington - T. Johnson,1610612764,WAS,2,1,1,0.5,4.0,134.1,137.5,107.3,111.1,26.9,26.4,0.75,3.0,27.3,0.0,0.667,0.5,0.125,0.8,0.764,119.6,116.02,96.68,8,0.688,27,2,36,36,84,49,146,66,70,17,29,134,107,81,162,40,46,108,62,10550
Lineups,-203468-1628963-1630557-1642364-1642848-,C. McCollum - M. Bagley III - C. Kispert - J. Watkins - T. Johnson,1610612764,WAS,1,0,1,0.0,4.0,139.4,136.4,103.4,100.0,36.0,36.4,0.75,0.0,20.0,0.167,0.8,0.455,0.0,0.55,0.638,115.4,118.65,98.88,11,0.711,73,63,36,63,61,51,96,54,70,111,72,122,82,138,1,103,88,93,61,13350
Lineups,-203468-1628963-1630551-1641731-1642267-,C. McCollum - M. Bagley III - J. Champagnie - B. Coulibaly - B. Carrington,1610612764,WAS,3,1,2,0.333,4.0,137.0,133.3,170.7,175.0,-33.7,-41.7,0.25,0.0,7.7,0.5,0.5,0.5,0.0,0.45,0.51,102.2,102.43,85.36,9,0.295,14,2,225,49,70,52,238,180,160,111,157,29,150,81,1,137,135,192,158,11950
Lineups,-203468-1628963-1630551-1630557-1642364-,C. McCollum - M. Bagley III - J. Champagnie - C. Kispert - J. Watkins,1610612764,WAS,1,0,1,0.0,4.0,81.0,77.8,86.2,90.0,-5.2,-12.2,1.0,0.33,8.3,0.5,0.667,0.615,0.333,0.2,0.458,129.6,129.06,107.55,9,0.5,73,63,36,63,81,158,91,148,1,103,152,29,107,48,233,182,151,69,97,10600
Lineups,-203468-1628963-1631103-1642267-1642364-,C. McCollum - M. Bagley III - M. Branham - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0.0,4.0,88.8,87.5,133.3,133.3,-44.5,-45.8,1.0,1.0,20.0,0.0,0.75,0.429,0.25,0.5,0.595,95.3,96.0,80.0,8,0.298,73,63,36,63,66,150,187,184,1,57,72,134,90,149,212,114,107,225,157,12750
Lineups,-1630551-1641715-1642267-1642273-1642860-,J. Champagnie - C. Whitmore - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,4.0,72.7,71.4,159.9,137.5,-87.2,-66.1,0.5,1.0,10.0,0.333,1.0,0.429,0.143,0.286,0.317,91.4,99.63,83.03,7,0.0,73,63,36,63,80,164,195,202,108,57,149,69,1,149,167,171,179,211,196,10840
Lineups,-1630551-1641774-1642358-1642848-1642860-,J. Champagnie - T. Vukcevic - A. Johnson - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,4.0,118.5,142.9,153.1,128.6,-34.6,14.3,0.5,0.0,18.2,0.4,1.0,0.571,0.0,0.5,0.53,93.7,91.64,76.36,7,0.436,73,63,36,63,75,47,181,79,108,111,96,54,1,59,1,114,132,243,122,11000
Lineups,-203114-203468-1641731-1642259-1642267-,K. Middleton - C. McCollum - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,2,1,1,0.5,4.0,232.6,177.8,66.7,50.0,165.9,127.8,0.167,0.0,8.3,0.667,0.75,0.714,0.0,0.875,0.901,84.3,111.27,92.73,9,0.889,27,2,36,36,75,19,54,12,164,111,152,20,90,29,1,31,28,127,43,11000
Lineups,-203114-203468-1630557-1642259-1642267-,K. Middleton - C. McCollum - C. Kispert - A. Sarr - B. Carrington,1610612764,WAS,2,1,1,0.5,4.0,50.0,50.0,29.1,25.0,20.9,25.0,1.0,2.0,14.3,0.444,0.714,0.563,0.125,0.2,0.2,98.3,105.69,88.07,8,2.0,27,2,36,36,78,182,46,67,1,29,118,51,103,68,162,182,200,164,5,10900
Lineups,-203114-203468-1628963-1642267-1642848-,K. Middleton - C. McCollum - M. Bagley III - B. Carrington - T. Johnson,1610612764,WAS,3,1,2,0.333,4.0,99.1,90.0,91.1,90.0,8.0,0.0,0.5,0.5,8.3,0.333,0.75,0.571,0.2,0.5,0.557,130.0,137.14,114.29,10,0.75,14,2,225,49,85,145,91,88,108,92,152,69,90,59,194,114,120,50,55,10500
Lineups,-203114-203468-1628963-1641731-1642267-,K. Middleton - C. McCollum - M. Bagley III - B. Coulibaly - B. Carrington,1610612764,WAS,1,1,0,1.0,4.0,50.6,55.6,95.8,90.9,-45.2,-35.4,0.0,0.0,0.0,0.333,0.8,0.545,0.222,0.25,0.282,138.0,135.85,113.21,9,0.083,73,2,1,1,81,181,93,176,166,111,166,69,82,70,207,172,186,54,188,10600
Lineups,-203114-203468-1628963-1630557-1641715-,K. Middleton - C. McCollum - M. Bagley III - C. Kispert - C. Whitmore,1610612764,WAS,1,0,1,0.0,4.0,69.2,90.0,143.4,140.0,-74.2,-50.0,0.25,0.0,6.3,0.455,0.667,0.5,0.0,0.3,0.3,131.1,115.2,96.0,10,0.067,73,63,36,63,67,145,196,187,160,111,161,50,107,81,1,169,182,112,192,12500
Lineups,-203114-203468-1628963-1641715-1642848-,K. Middleton - C. McCollum - M. Bagley III - C. Whitmore - T. Johnson,1610612764,WAS,1,0,1,0.0,4.0,88.9,88.9,22.2,25.0,66.7,63.9,0.0,0.0,0.0,0.0,0.625,0.455,0.222,0.571,0.571,99.3,93.79,78.16,9,2.6,73,63,36,63,63,147,46,39,166,111,166,134,133,138,207,98,114,235,4,13050
Lineups,-1641774-1642358-1642364-1642848-1642860-,T. Vukcevic - A. Johnson - J. Watkins - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,4.0,117.6,133.3,135.1,133.3,-17.5,0.0,0.5,1.0,15.4,0.5,0.667,0.6,0.222,0.643,0.652,115.0,108.45,90.38,9,0.462,73,63,36,63,70,52,187,88,108,57,111,29,107,49,207,77,84,144,111,11950
Lineups,-1641731-1642259-1642267-1642273-1642860-,B. Coulibaly - A. Sarr - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,3.0,50.0,50.0,94.1,100.0,-44.1,-50.0,1.0,0.5,14.3,0.0,1.0,0.571,0.333,0.375,0.375,120.2,116.27,96.89,6,0.13,73,63,36,63,106,182,96,187,1,92,118,134,1,59,233,149,168,105,178,8050
Lineups,-1641731-1642259-1642267-1642848-1642860-,B. Coulibaly - A. Sarr - B. Carrington - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,3.0,68.0,66.7,100.0,100.0,-32.0,-33.3,1.0,1.0,22.2,0.333,1.0,0.714,0.333,0.5,0.41,104.8,105.76,88.14,6,0.417,73,63,36,63,99,167,96,169,1,57,58,69,1,29,233,114,162,162,132,8850
Lineups,-1630557-1641774-1642267-1642273-1642848-,C. Kispert - T. Vukcevic - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,3.0,66.7,66.7,165.4,150.0,-98.8,-83.3,0.5,1.0,14.3,0.0,0.5,0.2,0.167,0.4,0.4,85.4,89.53,74.61,6,0.042,73,63,36,63,93,167,203,216,108,57,118,134,150,202,173,146,163,248,195,9650
Lineups,-203468-1630557-1641715-1642259-1642273-,C. McCollum - C. Kispert - C. Whitmore - A. Sarr - K. George,1610612764,WAS,1,0,1,0.0,3.0,102.0,100.0,150.0,150.0,-48.0,-50.0,0.5,0.0,12.5,0.25,1.0,0.4,0.0,0.333,0.436,109.7,110.77,92.31,6,0.324,73,63,36,63,108,105,203,187,108,111,138,96,1,160,1,157,154,131,155,7800
Lineups,-203468-1630551-1630557-1641731-1642259-,C. McCollum - J. Champagnie - C. Kispert - B. Coulibaly - A. Sarr,1610612764,WAS,1,0,1,0.0,3.0,120.0,120.0,147.1,116.7,-27.1,3.3,0.667,0.0,28.6,0.0,1.0,0.5,0.0,0.6,0.6,93.1,104.9,87.42,5,0.417,73,63,36,63,110,81,150,86,80,111,23,134,1,81,1,93,105,172,132,7550
Lineups,-203468-1630551-1641715-1641774-1642267-,C. McCollum - J. Champagnie - C. Whitmore - T. Vukcevic - B. Carrington,1610612764,WAS,2,2,0,1.0,3.0,200.0,200.0,100.0,100.0,100.0,100.0,0.8,4.0,40.0,0.0,0.667,0.667,0.167,1.2,1.2,97.1,97.12,80.93,6,0.805,27,1,1,1,104,10,96,17,66,6,8,134,107,32,173,8,8,221,49,8155
Lineups,-203468-1628963-1642267-1642273-1642364-,C. McCollum - M. Bagley III - B. Carrington - K. George - J. Watkins,1610612764,WAS,1,0,1,0.0,3.0,51.5,50.0,200.0,200.0,-148.5,-150.0,1.0,0.0,12.5,0.5,1.0,0.571,0.0,0.167,0.145,71.8,72.91,60.76,4,-0.158,73,63,36,63,107,182,245,249,1,111,138,29,1,59,1,189,204,277,239,7900
Lineups,-203468-1628963-1630557-1641715-1642848-,C. McCollum - M. Bagley III - C. Kispert - C. Whitmore - T. Johnson,1610612764,WAS,3,1,2,0.333,3.0,100.0,100.0,160.0,114.3,-60.0,-14.3,0.0,0.0,0.0,0.5,1.0,0.667,0.167,0.429,0.429,96.2,113.73,94.78,6,0.286,14,2,225,49,102,105,148,151,166,111,166,29,1,32,173,139,158,117,159,8230
Lineups,-1641715-1641774-1642267-1642273-1642848-,C. Whitmore - T. Vukcevic - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,3.0,166.7,166.7,111.1,114.3,55.6,52.4,0.75,3.0,33.3,0.0,0.5,0.429,0.167,1.0,1.0,103.8,102.24,85.2,6,0.759,73,63,36,63,96,22,148,45,70,17,10,134,150,149,173,11,15,193,54,9155
Lineups,-1630551-1630557-1641715-1642259-1642267-,J. Champagnie - C. Kispert - C. Whitmore - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0.0,3.0,119.0,100.0,166.7,166.7,-47.6,-66.7,1.0,3.0,27.3,0.333,0.0,0.2,0.143,0.7,0.595,95.0,104.0,86.67,7,0.419,73,63,36,63,98,105,230,203,1,17,29,69,192,202,167,60,107,180,130,9000
Lineups,-1630551-1630557-1641715-1641774-1642267-,J. Champagnie - C. Kispert - C. Whitmore - T. Vukcevic - B. Carrington,1610612764,WAS,2,1,1,0.5,3.0,62.5,50.0,150.0,150.0,-87.5,-100.0,1.0,0.67,14.3,0.4,1.0,0.571,0.3,0.417,0.417,111.8,125.83,104.85,10,0.111,27,2,36,36,86,182,203,226,1,87,118,54,1,59,231,142,161,72,180,10300
Lineups,-1630551-1631103-1641774-1642848-1642860-,J. Champagnie - M. Branham - T. Vukcevic - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,3.0,119.0,100.0,133.3,133.3,-14.3,-33.3,0.5,0.0,11.1,0.25,0.667,0.429,0.0,0.417,0.509,85.1,93.13,77.61,7,0.448,73,63,36,63,90,105,187,169,108,111,145,96,107,149,1,142,138,236,118,10050
Lineups,-1630551-1641774-1642267-1642358-1642848-,J. Champagnie - T. Vukcevic - B. Carrington - A. Johnson - T. Johnson,1610612764,WAS,1,0,1,0.0,3.0,102.0,100.0,100.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.333,0.667,0.773,104.3,105.37,87.8,6,0.571,73,63,36,63,103,105,96,88,166,111,166,134,135,81,233,63,41,169,81,8200
Lineups,-203114-1630557-1642259-1642267-1642364-,K. Middleton - C. Kispert - A. Sarr - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0.0,3.0,180.0,180.0,100.0,83.3,80.0,96.7,1.0,4.0,44.4,0.0,0.75,0.75,0.2,1.125,1.125,96.0,105.6,88.0,5,0.853,73,63,36,63,111,17,83,23,1,6,5,134,90,23,194,10,10,167,47,7500
Lineups,-203114-1630557-1642259-1642267-1642273-,K. Middleton - C. Kispert - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,3.0,200.0,200.0,108.2,128.6,91.8,71.4,1.0,4.0,44.4,0.0,0.333,0.333,0.2,1.25,1.25,94.0,84.71,70.59,5,0.632,73,63,36,63,87,10,181,32,1,6,5,134,179,172,194,6,6,260,69,10200
Lineups,-203114-203468-1641731-1642259-1642860-,K. Middleton - C. McCollum - B. Coulibaly - A. Sarr - W. Riley,1610612764,WAS,1,0,1,0.0,3.0,114.2,112.5,128.6,128.6,-14.4,-16.1,0.0,0.0,0.0,0.0,0.6,0.429,0.125,0.667,0.654,108.8,109.64,91.37,8,0.615,73,63,36,63,92,97,181,152,166,111,166,134,135,149,162,63,82,138,73,9850
Lineups,-203114-203468-1641715-1641731-1641774-,K. Middleton - C. McCollum - C. Whitmore - B. Coulibaly - T. Vukcevic,1610612764,WAS,1,1,0,1.0,3.0,120.0,120.0,82.0,80.0,38.0,40.0,0.333,0.0,12.5,0.5,1.0,0.714,0.0,0.429,0.429,69.7,70.59,58.82,5,1.0,73,2,1,1,87,81,79,53,149,111,138,29,1,29,1,139,158,278,23,10200
Lineups,-203114-203468-1630551-1642273-1642848-,K. Middleton - C. McCollum - J. Champagnie - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,3.0,139.8,150.0,100.0,83.3,39.8,66.7,1.0,3.0,33.3,0.0,0.667,0.4,0.167,0.8,0.827,91.0,95.47,79.56,6,0.686,73,63,36,63,97,36,83,33,1,17,10,134,107,160,173,40,36,226,63,9050
Lineups,-203114-1630551-1642259-1642267-1642848-,K. Middleton - J. Champagnie - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,3.0,170.1,166.7,102.0,100.0,68.0,66.7,0.667,2.0,20.0,0.667,1.0,0.8,0.167,0.667,0.727,97.3,99.31,82.76,6,0.625,73,63,36,63,100,22,96,33,80,29,72,20,1,20,173,63,58,213,70,8700
Lineups,-203114-1628963-1630557-1641715-1642267-,K. Middleton - M. Bagley III - C. Kispert - C. Whitmore - B. Carrington,1610612764,WAS,1,0,1,0.0,3.0,33.3,33.3,121.5,116.7,-88.2,-83.3,0.0,0.0,0.0,0.0,0.667,0.333,0.333,0.25,0.25,103.9,106.01,88.34,6,-1.0,73,63,36,63,105,200,150,216,166,111,166,134,107,172,233,172,193,157,267,8150
Lineups,-203114-1641774-1642259-1642273-1642848-,K. Middleton - T. Vukcevic - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,3.0,60.0,50.0,155.3,166.7,-95.3,-116.7,1.0,0.0,14.3,0.0,0.5,0.167,0.0,0.3,0.3,96.9,101.65,84.71,6,0.08,73,63,36,63,101,182,230,242,1,111,118,134,150,209,1,169,182,196,189,8500
Lineups,-1628963-1630264-1631103-1642267-1642860-,M. Bagley III - A. Gill - M. Branham - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,3.0,88.8,77.8,51.5,50.0,37.3,27.8,0.333,0.0,9.1,0.167,0.833,0.5,0.0,0.375,0.394,119.2,129.52,107.94,9,1.077,73,63,36,63,94,158,54,64,149,111,150,122,77,81,1,149,165,67,22,9450
Lineups,-1628963-1630557-1631103-1641715-1642267-,M. Bagley III - C. Kispert - M. Branham - C. Whitmore - B. Carrington,1610612764,WAS,1,0,1,0.0,3.0,145.3,125.0,100.0,100.0,45.3,25.0,0.5,1.0,16.7,0.667,0.8,0.75,0.25,0.75,0.727,98.5,106.4,88.67,8,0.639,73,63,36,63,89,67,96,67,108,57,100,20,82,23,212,43,58,154,68,10150
Lineups,-1631103-1641774-1642267-1642358-1642860-,M. Branham - T. Vukcevic - B. Carrington - A. Johnson - W. Riley,1610612764,WAS,2,0,2,0.0,3.0,40.0,33.3,105.0,100.0,-65.0,-66.7,0.0,0.0,0.0,0.4,0.667,0.5,0.167,0.167,0.167,74.4,83.81,69.84,6,-6.0,27,63,225,63,94,200,96,203,166,111,166,54,107,81,173,189,203,262,281,9450
Lineups,-1630536-1631103-1641774-1642358-1642860-,S. Cooper - M. Branham - T. Vukcevic - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,3.0,40.0,33.3,100.0,83.3,-60.0,-50.0,1.0,1.0,14.3,0.0,1.0,0.5,0.167,0.25,0.25,72.7,87.27,72.73,6,0.077,73,63,36,63,91,200,83,187,1,57,118,134,1,81,173,172,193,252,190,9900
Lineups,-1630536-1631103-1641774-1642364-1642860-,S. Cooper - M. Branham - T. Vukcevic - J. Watkins - W. Riley,1610612764,WAS,1,1,0,1.0,3.0,0.0,0.0,128.9,100.0,-128.9,-100.0,0.0,0.0,0.0,0.25,0.0,0.2,0.4,0.0,0.0,93.0,94.12,78.43,5,-2.4,73,2,1,1,109,206,96,226,166,111,166,96,192,202,253,193,206,232,279,7650
Lineups,-1630264-1631103-1642358-1642364-1642860-,A. Gill - M. Branham - A. Johnson - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.0,0.5,0.0,0.0,0.0,80.0,80.0,66.67,3,1.2,73,63,36,63,171,206,1,88,166,111,166,69,1,81,1,193,206,271,21,4500
Lineups,-1630264-1631103-1641774-1642267-1642860-,A. Gill - M. Branham - T. Vukcevic - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,200.0,133.3,0.0,0.0,200.0,133.3,1.0,0.0,33.3,0.0,1.0,0.667,0.0,1.0,1.0,100.5,122.79,102.33,6,1.261,73,63,36,63,132,52,1,10,1,111,10,134,1,32,1,11,15,85,19,6450
Lineups,-1630264-1630536-1642358-1642848-1642860-,A. Gill - S. Cooper - A. Johnson - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,51.5,50.0,174.4,150.0,-122.9,-100.0,0.0,0.0,0.0,0.0,1.0,0.333,0.25,0.0,0.347,89.3,97.63,81.36,4,-0.143,73,63,36,63,138,182,203,226,166,111,166,134,1,172,212,193,171,219,235,5900
Lineups,-1630264-1630536-1641774-1642358-1642860-,A. Gill - S. Cooper - T. Vukcevic - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,133.3,133.3,51.5,66.7,81.8,66.7,0.5,1.0,25.0,0.0,0.333,0.333,0.333,1.0,1.0,97.1,84.71,70.59,3,1.0,73,63,36,63,157,52,66,33,108,57,36,134,179,172,233,11,15,261,23,5100
Lineups,-1630264-1641774-1642358-1642364-1642860-,A. Gill - T. Vukcevic - A. Johnson - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,50.0,60.0,126.6,133.3,-76.6,-73.3,1.0,0.33,14.3,0.5,0.5,0.5,0.6,0.5,0.5,157.0,140.18,116.81,5,-0.235,73,63,36,63,140,177,187,208,1,103,118,29,150,81,272,114,141,42,246,5650
Lineups,-1641731-1641774-1642267-1642273-1642860-,B. Coulibaly - T. Vukcevic - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,2.0,75.2,80.0,250.0,200.0,-174.8,-120.0,1.0,0.5,11.1,0.75,0.0,0.6,0.4,0.2,0.316,90.7,97.3,81.08,5,-0.136,73,63,36,63,113,156,245,244,1,92,145,18,192,49,253,182,180,220,234,7400
